Id,Regiao,Prima,CustoProduto,Pmaquinabase,Pmaquina1,Pmaquina2,Pmaquina3,Cmaquina1,Cmaquina2,Cmaquina3,Resposta
1,560,5073,15742,858.2,1268.82,1564.31,1748.41,959.199558910958,858.2,696.090496129284,1
2,558,1618,33277,1008.85,1411.35,1457.82,1583.61,1095.90000720254,1008.85,976.69153084743,1
3,554,1520,37175,910.08,1409.37,1575.85,1630.02,941.364090237015,910.08,813.93498721325,1
4,555,2238,58449,2218.16,3163.57,4220.16,4350.34,2286.58396231423,2218.16,1662.80530387473,1
5,554,3781,10349,628.48,1101.97,1398.68,1705.71,766.440229931078,628.48,495.156937684102,1
6,556,2327,57918,985.92,1845.36,2302.28,2614.68,1119.70103792762,985.92,790.250243758361,1
7,559,2536,30412,704.59,1082.8,1236.25,1317.88,751.114312800809,704.59,617.13249908999,1
8,558,1900,56178,1160.64,1316.29,1405.93,1439.89,1188.67506177406,1160.64,1086.63932457519,1
9,553,4088,61565,820.14,2009.09,2274.91,2622.09,945.303723048384,820.14,724.30780672642,1
10,553,3174,62700,1212.7,1824.67,2171.83,2273.11,1269.25242629488,1212.7,1018.85382787787,1
11,552,1749,27975,1011.64,1534.44,1716.8,1917.07,1129.65091728798,1011.64,904.182712954334,1
12,553,1854,28900,662.84,1028.62,1060.19,1151.82,720.127872173856,662.84,643.102161687999,1
13,553,1817,43511,1879.19,2402.73,3251.87,3449.9,1993.6275376937,1879.19,1388.48914277016,1
14,553,2129,48414,1496.42,2504.21,3013.17,3298.35,1638.04793854977,1496.42,1243.65698855358,1
15,553,1904,30113,1096.83,1608.38,1941.1,2085.03,1178.15849513163,1096.83,908.824602235846,1
16,555,5338,134565,1793.01,2216.18,2520.35,2682.31,1908.23046525284,1793.01,1576.61947816771,1
17,553,5435,85578,1203.83,3040.91,3241.63,3560.83,1322.36991232806,1203.83,1129.28948871401,1
18,553,2035,28137,773.06,1563.98,1413.85,1561.73,853.917313576405,773.06,855.147560773774,1
19,556,1862,48601,1163.43,1675.8,1773.89,1767.47,1159.21935525878,1163.43,1099.09633291805,1
20,553,1890,24601,936.39,1394.18,1577.68,1745.69,1036.10786667765,936.39,827.478455833883,1
21,557,3593,81532,1528.13,2671.24,3558.14,3873.11,1663.40154808411,1528.13,1147.22916501318,1
22,554,1350,22028,894.16,1404.86,1588.02,1755.9,988.687512751729,894.16,791.028839435271,1
23,554,7186,62769,1364.55,2982.55,3870.28,4083.16,1439.6053975423,1364.55,1051.56179979226,1
24,557,3660,32408,1990.67,2904.93,3822.23,4072.61,2121.07135067748,1990.67,1512.92753264456,1
25,553,3498,33240,2285.23,3678.35,4758.16,4951.92,2378.28827563596,2285.23,1766.62318427712,1
26,558,2057,76052,1407.09,1937.19,2232.38,2303.41,1451.86087355199,1407.09,1221.02898122184,1
27,553,4190,28210,937.88,1765.27,2135.92,2356.86,1034.89449829582,937.88,775.128013970561,1
28,554,1690,37039,903.37,1646.99,1706.07,1847.93,978.485363496222,903.37,872.086934475139,1
29,553,2121,48356,1484.66,1749.34,2177.89,2440.34,1663.57124758367,1484.66,1192.51896303303,1
30,557,3201,13904,608.67,1287.09,1406.61,1799.56,778.707804721991,608.67,556.951159383198,1
31,555,1935,70095,1151.95,1398.19,1375.92,1411.23,1181.5122961364,1151.95,1170.59492594046,1
32,553,3146,77506,2045.2,4253.5,5712.1,5616.65,2011.02441834001,2045.2,1522.95271441326,1
33,553,2057,46365,696.01,1264.01,1212.76,1301.97,747.20813656453,696.01,725.42267233418,1
34,555,1716,26606,723.53,1385.91,1418.71,1546.43,788.666110692108,723.53,706.802279747094,1
35,556,2536,15742,1014.8,1199.34,1475.89,1604.15,1102.98966725162,1014.8,824.648335580565,1
36,554,2597,6820,567.61,1070.06,1170.61,1340.13,649.807527101255,567.61,518.854918888443,1
37,552,1743,27765,677.57,1298.15,1397.5,1528.98,741.317337101968,677.57,629.400712343471,1
38,552,1600,22834,940.46,1139.84,1139.43,1225.53,1011.52501145309,940.46,940.798404816443,1
39,554,1743,30644,837.95,1683.28,1776.14,1908.05,900.182698154425,837.95,794.140369565462,1
40,558,2940,68610,1533.71,2320.89,2534.53,2704.08,1636.30911324782,1533.71,1404.43088142575,1
41,558,2345,87454,1618.81,2038.44,2472.86,2745.83,1797.50453414265,1618.81,1334.4253440955,1
42,554,1728,31989,789.17,1420.87,1431.4,1538.76,848.360506636859,789.17,783.364522774906,1
43,558,4844,78310,1629.17,2791.72,3630.72,3856.36,1730.41876575445,1629.17,1252.69546326899,1
44,558,3365,22411,644.36,924.41,1231.68,1385.81,724.993936412055,644.36,483.610050987269,1
45,554,1523,33817,602.61,996.04,1011.29,1080.35,643.76164453322,602.61,593.522792077446,1
46,553,3486,35810,1202.02,1575.96,2027.2,2284.11,1354.35374023283,1202.02,934.459076164167,1
47,554,1440,12652,456.35,955.57,648.68,915.05,643.742781494728,456.35,672.248827619165,1
48,555,2920,14785,711.15,1289.11,1902.28,2188.59,818.184377956978,711.15,481.921997024623,1
49,553,2880,54013,1589.69,2391.78,3246.65,3556.91,1741.60573449556,1589.69,1171.11137578735,1
50,558,4672,126092,2805.83,3361.78,4404.41,4587.73,2922.61403136856,2805.83,2141.62241421666,1
51,556,3093,65389,1452.54,2117,2376.14,2498.36,1527.25337496949,1452.54,1294.12710530524,1
52,30,6742,119620,3276.5,4027.15,4824.05,5036.79,3420.99323908334,3276.5,2735.24465438791,1
53,554,1719,24957,1083.78,1800.34,2346.9,2470.98,1141.07917013933,1083.78,831.382881758916,1
54,554,1833,50774,1069.49,1694.6,1792.29,1918.21,1144.62861082749,1069.49,1011.19671146968,1
55,553,2352,35769,1127.49,1744.55,2009.3,2186.81,1227.0972014632,1127.49,978.92931841935,1
56,556,1951,26741,1187.85,1998.11,2311.72,2467.6,1267.94709566903,1187.85,1026.70520802692,1
57,556,4193,75146,1267.47,1967.43,2333.15,2451.79,1331.92048145211,1267.47,1068.79476334569,1
58,556,2057,65619,2016.38,2134.32,2437.06,2568.21,2124.89117206798,2016.38,1765.89832076354,1
59,556,2238,25770,884.28,1464.59,1539.33,1692.83,972.459259807839,884.28,841.345030110503,1
60,555,1623,10120,467.56,673.57,744.27,899.74,565.228256412324,467.56,423.145349402771,1
61,553,2195,13976,2340.77,3483.72,4578.53,4793.2,2450.51987515644,2340.77,1781.04921544688,1
62,554,3572,71164,1059.59,2219.53,2890.78,3080.63,1129.1778487813,1059.59,813.549212565467,1
63,554,2536,32908,1497.12,2152.39,2550.14,2721.56,1597.75616523014,1497.12,1263.61145537108,1
64,552,3457,21020,646.3,944.36,1273.61,1491.67,756.95567795479,646.3,479.220379865108,1
65,559,1688,46074,1745.02,2124.13,2763.33,2922.77,1845.70503899281,1745.02,1341.37049595959,1
66,556,5706,24695,1147.56,2186.81,3285.35,2932.11,1024.17463941437,1147.56,763.844242957371,1
67,553,1618,35778,2230.17,3181.92,3832.29,4086.8,2378.28002473717,2230.17,1851.69246753247,1
68,555,1896,22470,771.16,1156.46,1168.17,1286.65,849.373818879101,771.16,763.42971793489,1
69,560,2484,87788,1692.02,2054.22,2408.98,2474.11,1737.76602636801,1692.02,1442.84357877608,1
70,553,4088,69061,966.77,1997.61,2173.97,2290.25,1018.48001237368,966.77,888.342258494827,1
71,558,2869,79424,1268.71,2262.83,2398.52,2683.89,1419.65798988543,1268.71,1196.93604777113,1
72,553,3990,90767,1052.06,2304.88,2170.2,2244.36,1088.0109582527,1052.06,1117.34957736614,1
73,554,1460,11911,776.07,1377.95,1475.36,1733.79,912.009547025811,776.07,724.830317007375,1
74,556,2224,55632,1217.44,1706.2,1845.77,1960.28,1292.96894152576,1217.44,1125.38188831761,1
75,557,3376,21562,980.23,1693.44,1839.81,2009.56,1070.67088384127,980.23,902.245716242438,1
76,554,2224,45528,1112.91,1904.46,1851.23,2008.32,1207.34830961037,1112.91,1144.91045337424,1
77,558,1896,30120,846.83,1172.44,1170.06,1259.09,911.265392116644,846.83,848.552523118473,1
78,555,2296,27811,1005.81,1070.71,1106.89,1182.23,1074.27003252356,1005.81,972.933918546558,1
79,558,2901,25013,962.89,1592.58,1573.12,1764.38,1079.95820929109,962.89,974.801258772376,1
80,556,2908,34813,1300.82,2447.1,2968.55,3173.63,1390.68615202708,1300.82,1072.32036583517,1
81,556,7350,147116,2160.33,2882.19,3314.16,3429.95,2235.80752996234,2160.33,1878.75103275038,1
82,558,1829,17450,761.26,1090.6,1231.75,1425.31,880.886129977674,761.26,674.024888167242,1
83,556,1830,30142,677.23,1122.83,1174.53,1236.51,712.967457025363,677.23,647.419955982393,1
84,558,1833,36339,1302.93,1724.85,1938.02,2043.54,1373.87104993757,1302.93,1159.61590205467,1
85,556,3768,139607,1458.6,2507.66,3090.51,3363.5,1587.44061659726,1458.6,1183.5175670035,1
86,559,2089,22871,803.02,1202.46,1216.08,1331.16,879.011334122755,803.02,794.026239392145,1
87,552,1833,45457,1224.65,1577.75,1630.5,1702.72,1278.89362036185,1224.65,1185.03007513033,1
88,552,2044,39189,859.19,1259.85,1324.06,1396.91,906.462775780554,859.19,817.523768937963,1
89,556,2238,47485,921.44,1478.25,1499.4,1627.49,1000.1563195945,921.44,908.442496998799,1
90,558,1733,21370,1069.55,1186.58,1311.56,1428.61,1165.00184932447,1069.55,967.631400012199,1
91,554,3960,101863,1752.85,3711.23,4121.47,4356.11,1852.64175488357,1752.85,1578.37604192194,1
92,558,2296,17789,1150,1449.27,1546.93,1784.91,1326.9162146962,1150,1077.39878339679,1
93,557,1378,14177,582.12,1117.13,1152.56,1393.9,704.012865273825,582.12,564.225476851531,1
94,553,3708,31003,809.08,1641.16,1678.98,1879.26,905.592491155344,809.08,790.855002918439,1
95,553,1951,55356,1423.12,1861.51,2849.67,2691.34,1344.05028680514,1423.12,929.634698473858,1
96,553,2940,35324,1241.27,1821.36,2302.73,2711.99,1461.87865155706,1241.27,981.790972975555,1
97,555,5777,119547,2162.61,3791.58,4375.44,4532.29,2240.13486115682,2162.61,1874.03068578246,1
98,559,2113,43806,1298.4,1759.87,2197.05,2320.24,1371.2021192053,1298.4,1040.0378726019,1
99,558,2747,23138,754.41,1013.43,1129.47,1274.87,851.527421445457,754.41,676.903084012856,1
100,554,6055,82099,1953.11,4217.65,5586.3,5850.79,2045.5823097399,1953.11,1474.59577743766,1
101,559,1829,27917,1085.15,1324.04,1485.26,1655.46,1209.50030230397,1085.15,967.360600837564,1
102,30,4522,14835,1155.4,1949.99,2859.78,3073.75,1241.84753722314,1155.4,787.829289665639,1
103,556,3243,79023,1512.44,2485.44,2775.43,2948.03,1606.49646836706,1512.44,1354.41314448572,1
104,559,2089,20814,647.32,1063.39,1100.87,1285.21,755.713333272775,647.32,625.281472653447,1
105,553,4248,105625,1122.79,2311.91,2978.29,3083.08,1162.29493877359,1122.79,871.570407482146,1
106,553,1661,44679,860.07,1410.4,1604.87,1692.8,907.192791939534,860.07,755.851083265311,1
107,556,3791,73268,1180.33,1477.04,1567.9,1648.02,1240.64509637094,1180.33,1111.92972970215,1
108,556,4708,121103,2562.64,3367.36,4064.03,4203.81,2650.7805450255,2562.64,2123.34343752384,1
109,552,1933,19936,549.43,743.72,795.34,945.31,653.030997183594,549.43,513.770311564865,1
110,555,2057,35495,1038.99,1178.65,1266.16,1316.28,1080.11764484741,1038.99,967.180738216339,1
111,559,2536,20700,1419,1752.04,1992.84,2160.75,1538.56017041007,1419,1247.5385680737,1
112,558,1833,34853,938.19,1276.36,1398.57,1506.74,1010.75269782707,938.19,856.208976597525,1
113,30,1666,42363,854.72,1382.16,1549.18,1713.98,945.644137931034,854.72,762.571034482759,1
114,554,3559,91556,1085.44,2477.91,2887.85,3046.21,1144.96188597053,1085.44,931.358148934328,1
115,556,2901,67469,1067.02,1558.88,1548,1600.35,1103.1043003876,1067.02,1074.51946873385,1
116,554,2289,21299,1325.64,2148.93,2367.63,2635.51,1475.62646038444,1325.64,1203.18950393431,1
117,553,1397,40869,961.46,1440.51,1651.07,1739.75,1013.10061656986,961.46,838.845563543641,1
118,554,1378,16408,593.93,977.61,980.68,1118.11,677.161839030061,593.93,592.070713484521,1
119,559,3467,35908,1130.72,1938.07,2247.3,2477.54,1246.56433444578,1130.72,975.132163218084,1
120,556,2920,20959,882.61,2255.62,2493.72,2697.76,954.826505622123,882.61,798.338533676596,1
121,555,2344,22830,699.46,923.63,982.66,1048.74,746.495919646673,699.46,657.44228909287,1
122,555,2057,51201,991,1297.67,1397.37,1490.22,1056.84823632968,991,920.293816240509,1
123,553,1852,33213,1073.69,1755.31,1979.24,2073.52,1124.83462783695,1073.69,952.213371748752,1
124,553,2920,10676,861.32,1664.87,2264.82,2493.29,948.208044259588,861.32,633.156643088634,1
125,557,1910,21436,624.68,1079.57,1132.86,1305.29,719.761097752591,624.68,595.294906343237,1
126,558,1998,33520,1219.5,1541.24,1799.34,1942.61,1316.60102871053,1219.5,1044.57311014038,1
127,553,3861,88823,1185.37,2270.6,2192.72,2308.4,1247.90584661972,1185.37,1227.471415411,1
128,553,1789,20002,927.78,1480.83,1696.17,1888.97,1033.23875944039,927.78,809.992192645784,1
129,557,3587,102864,1528.18,2410.29,3334.02,3668.7,1681.58378354059,1528.18,1104.77950708154,1
130,556,1833,33056,791.31,1123.15,1189.41,1288.69,857.360610638888,791.31,747.227471183192,1
131,31,2925,154275,3526.16,4460.16,6157.35,6522.47,3735.2550716136,3526.16,2554.22183010548,1
132,553,3338,17980,1026.61,1433.55,1932.32,2215.39,1177.00045949946,1026.61,761.621659714747,1
133,553,2901,33358,945.87,1440.23,1561.38,1687.7,1022.39352303731,945.87,872.478416593014,1
134,553,2480,30197,503.48,997.11,1019.99,1122.66,554.159214109942,503.48,492.18614182492,1
135,554,1460,19156,614.14,847.93,887.04,997.8,690.824418290043,614.14,587.062286029942,1
136,558,2238,45976,962.41,1403.78,1528.87,1657.75,1043.53880807394,962.41,883.666963051142,1
137,557,1833,47263,1418.49,2829.35,3389.44,3521.64,1473.8160650727,1418.49,1184.09078830131,1
138,556,2536,32908,926.78,1300.58,1492.21,1591.19,988.254379879507,926.78,807.762669061325,1
139,556,1829,27912,875.83,1036.81,1159.34,1273.39,961.989721479463,875.83,783.264014266738,1
140,553,1280,24424,510.1,1064.29,1042.16,1118.17,547.304173063637,510.1,520.931842519383,1
141,558,1765,21029,732.48,1148.78,1158.02,1287.42,814.329114868483,732.48,726.635441874924,1
142,553,1618,38362,1279.5,2086.98,2109.57,2220.79,1346.95734438772,1279.5,1265.79867461141,1
143,554,1854,30016,831.06,1153.08,1222.21,1316.84,895.405086196316,831.06,784.054020831117,1
144,552,2224,45528,1600.21,1953.65,2174.17,2261.77,1664.68444128104,1600.21,1437.90516219983,1
145,553,1582,19189,798.3,1418.96,1640.15,1935.63,942.117141115142,798.3,690.641568149255,1
146,553,2076,32096,579.43,966.36,1016.57,1127.79,642.823769833853,579.43,550.811035934564,1
147,559,2031,40485,1373.97,1678.6,2525.75,2604.72,1416.9284918935,1373.97,913.133145402356,1
148,553,3315,65304,2520.21,4623.28,5490.75,5863.84,2691.45530326458,2520.21,2122.04826094796,1
149,553,1789,12543,927.29,1420.82,1513.74,1765.33,1081.40952587631,927.29,870.368872990078,1
150,553,1817,37801,900.65,1465.26,1532.74,1620.45,952.189081318423,900.65,860.998224747837,1
151,554,3572,64589,1011.56,1492.92,2156.76,2156.76,1011.56,1011.56,700.206863628776,1
152,554,1399,48801,1122.57,1785.34,2077.11,2165.15,1170.15104423935,1122.57,964.883479353525,1
153,560,1830,24202,1538.3,2570.96,3697.22,3881.19,1614.8442821904,1538.3,1069.69771017143,0
154,553,2076,37909,707.21,1395.53,1467.47,1754.64,845.604308367463,707.21,672.540339018856,0
155,556,2336,23725,473.2,937.75,870.2,911.83,495.837687887842,473.2,509.932544242703,0
156,554,2108,27450,914.71,1386.71,1550.67,1708.54,1007.83443505066,914.71,817.993192684453,0
157,554,5240,122272,1447.95,3260.44,3311.72,3446.12,1506.71235913664,1447.95,1425.52936178179,0
158,559,1618,38362,1562.63,2728.7,2825.96,3050.86,1686.98968201956,1562.63,1508.84955236451,0
159,554,1600,16774,857.4,1651.25,1761.13,1962.66,955.514177829008,857.4,803.905305116601,0
160,557,4547,39476,551.41,1520.91,1747.04,2024.21,638.891860575602,551.41,480.037654031963,0
161,553,2057,73230,1585.33,2418.24,2678.58,2871.45,1699.48100430079,1585.33,1431.246563179,0
162,560,6001,41629,3286.73,3694.31,4924.52,5169.99,3450.56192942662,3286.73,2465.66152768189,0
163,553,1833,36339,907.11,1628.74,1960.55,2182.25,1009.68646425748,907.11,753.587687842697,0
164,553,1418,25734,1669.51,2420.28,2967.04,3180.32,1789.51953569888,1669.51,1361.85614713654,0
165,554,2263,22012,616.8,1420.2,1490.22,1609.24,666.062213632886,616.8,587.81881869791,0
166,556,2463,46685,1766.17,2220.47,2375.75,2510.78,1866.55343053773,1766.17,1650.73240025255,0
167,560,7607,126785,1738.88,3032.89,4051.22,4524.4,1941.98011265742,1738.88,1301.78853856369,0
168,556,2518,32559,1603.67,2215.02,2648.1,2955.05,1789.55667591858,1603.67,1341.39991820551,0
169,557,1654,23511,538.49,1188.08,922.3,995,580.936300552965,538.49,693.667135639163,0
170,557,2573,79297,1219.34,2289.79,2498.09,2691.52,1313.75490746931,1219.34,1117.6669129615,0
171,554,1460,24970,633.4,1294.88,1287.93,1417.38,697.06311057278,633.4,636.817988555279,0
172,556,2608,39194,1529.21,2895.69,3571.19,3801.73,1627.92893497686,1529.21,1239.95589842601,0
173,559,1350,20451,463.79,921.46,850.89,916.13,499.350013162689,463.79,502.255207371106,0
174,553,2920,14785,544.26,1100.04,1230.66,1444.2,638.698171712739,544.26,486.493239725026,0
175,560,1842,48352,1311.62,1983.06,2227.36,2372.42,1397.04112509877,1311.62,1167.75966040514,0
176,559,1833,38390,942.65,2921.06,3225.92,3397.04,992.653182967959,942.65,853.566489249578,0
177,30,2206,27634,1400.66,1887.06,5552.39,5894.89,1487.05991967423,1400.66,476.034547213002,0
178,30,1765,30320,951.35,1893.68,2458.55,2728.21,1055.69648105591,951.35,732.770319090521,0
179,552,1654,21617,719.57,1064.72,1036.54,1127.46,782.687008894978,719.57,739.132662897718,0
180,557,6923,149679,3074.7,4523.42,5200.86,5390.56,3186.84887345554,3074.7,2674.2037805286,0
181,558,1765,26951,899.7,1312.02,1317.63,1475.12,1007.23682976253,899.7,895.869397327019,0
182,555,1508,36460,582.28,1193.12,1256.3,1335.02,618.765776964101,582.28,552.996826872562,0
183,554,5189,133480,2908.43,4209.45,5259.44,5542.17,3064.77752253092,2908.43,2327.79357944952,0
184,552,2345,72139,1731.56,3625.4,3737.2,3942.88,1826.85788633201,1731.56,1679.75961254415,0
185,558,2551,26304,692.56,1239.26,1193,1477.27,857.584334618608,692.56,719.41484124057,0
186,554,1907,15283,796.84,1270.49,1356.02,1525.24,896.278994115131,796.84,746.57988200764,0
187,559,1335,19087,679.8,1108.45,1146.41,1223.85,725.720492668417,679.8,657.290419657888,0
188,557,2345,95811,1758.3,2560.18,3395.65,3589.29,1858.56864134996,1758.3,1325.68565488198,0
189,557,1508,39583,1180.4,2098.18,2538.74,2827.93,1314.86035277342,1180.4,975.559400332448,0
190,560,1508,36401,909.21,1433.96,1623.1,1724.09,965.781448401208,909.21,803.259670753496,0
191,557,2012,30871,2655.06,4544.27,5658.3,5848.69,2744.39723439902,2655.06,2132.32057441281,0
192,558,1989,23000,1115.51,1930.44,2354.82,2677.15,1268.20206916028,1115.51,914.475469207837,0
193,560,1688,50955,1175.17,1498.81,1617.03,1705.13,1239.19631800276,1175.17,1089.25409404897,0
194,552,6990,157451,1980.01,2806.11,3031.21,3277.76,2141.05838183432,1980.01,1832.97292536644,0
195,553,2224,59296,1932.73,3439.17,4556.9,4898.69,2077.69429298427,1932.73,1458.66423096842,0
196,552,4613,68603,2505.77,4509.5,5413.28,5662.89,2621.31274851846,2505.77,2087.4164674652,0
197,560,1833,34476,900.82,1453.88,1451.21,1538.14,954.780682878426,900.82,902.477368265103,0
198,559,4794,35264,1575.07,2449.12,2816.03,3137.88,1755.08806781178,1575.07,1369.8488433717,0
199,554,1370,33848,841.62,1392.18,1528.57,1601.3,881.664631649188,841.62,766.524615555716,0
200,552,8092,227430,3694.69,3966.69,4533.92,4730.81,3855.1355998562,3694.69,3232.45444915217,0
201,557,3338,30987,575.51,1117.67,1161.59,1252.49,620.546423350752,575.51,553.749827133498,0
202,560,3412,96570,919.46,1672.18,1641.69,1641.7,919.46560069197,919.46,936.536509816104,0
203,552,3294,88021,1215.66,2127.56,2298.6,3810.36,2015.184128426,1215.66,1125.20211850692,0
204,556,1514,39096,713.28,1891.64,2032.75,2106.58,739.186512064937,713.28,663.765332283852,0
205,556,1933,21844,653.76,1281.53,1343.81,1510.12,734.669373795403,653.76,623.460945222911,0
206,556,1688,25377,1021.87,1733.05,1955.26,2122.05,1109.0388150425,1021.87,905.737243895952,0
207,553,2417,27806,516.57,1075.81,949.7,1061.44,577.348700431715,516.57,585.164969674634,0
208,556,2901,39046,2213.4,3579.31,4267.41,4567.48,2369.0388858816,2213.4,1856.49955218739,0
209,556,1645,63589,1489.92,2222.54,2543.14,2729.42,1599.05370777857,1489.92,1302.09378830894,0
210,553,2448,78108,1446.63,3187.45,3729.24,3951.5,1532.84809907649,1446.63,1236.46126114168,0
211,556,2614,24999,1441.91,2155.26,2528.13,2711.25,1546.35184405074,1441.91,1229.24491485802,0
212,554,1443,20906,865.9,1463.88,1760.5,2000.78,984.08145526839,865.9,720.007777335984,0
213,-1,2277,25168,3460.48,3338.6,5131.69,5255.25,3543.80087651436,3460.48,2251.33601756926,0
214,30,1501,35232,1310.72,1822.48,2977.19,3192.71,1405.60355610492,1310.72,802.354228517495,0
215,558,1501,38603,652.28,1110.38,947.03,985.11,678.508126247321,652.28,764.789569918588,0
216,554,1600,16128,1390.44,2392.15,2629.44,2904.69,1535.99137595838,1390.44,1264.96175839723,0
217,556,3226,29347,1230.82,2384.75,3261.53,3540.19,1335.97932743222,1230.82,899.945116249122,0
218,556,1833,43550,1339.61,1957.04,2269.26,2477.02,1462.25675427232,1339.61,1155.29747776808,0
219,560,2261,22390,667.17,1377.07,1292.96,1456.34,751.474413593614,667.17,710.570931738027,0
220,560,3710,22852,886.51,1666.67,1722,1910.33,983.464952555168,886.51,858.025331997677,0
221,554,5303,212142,2105.88,3182.11,3606.4,3606.39,2105.87416071429,2105.88,1858.12494642857,0
222,559,3257,60645,2177.29,3837.89,5543.68,5825.36,2287.92031185061,2177.29,1507.33799896459,0
223,560,4348,85578,1461.65,2701.4,3076.05,3328.3,1581.51190487801,1461.65,1283.62715495522,0
224,560,2087,47959,1215.63,2672.51,2834.33,2952.28,1266.21816669195,1215.63,1146.22620912173,0
225,556,2901,48283,853.05,1228.79,1208.15,1276.26,901.141077680751,853.05,867.623481769648,0
226,555,1460,19068,1114.5,1866.53,2098.16,2331.64,1238.51983642811,1114.5,991.462846017463,0
227,556,1582,19189,495.11,1252.35,1116.63,1213.49,538.057399407145,495.11,555.287793181269,0
228,552,1548,31123,783.34,1494.88,1464.43,1557.41,833.076042828951,783.34,799.628045860847,0
229,557,4476,53121,1109.88,3763.43,3572.18,3700.4,1149.71808587473,1109.88,1169.30157170131,0
230,556,1790,47485,901.12,1280.96,1235.09,1269.22,926.021202017667,901.12,934.586690200714,0
231,552,2238,47485,948.17,1874.3,1705.81,1869.67,1039.25114983498,948.17,1041.82472315205,0
232,558,2296,33365,999.77,1311.02,1316.8,1430.05,1085.75416805893,999.77,995.381580650061,0
233,554,3338,17930,1417.38,2311.51,2830.11,3153.52,1579.35068870115,1417.38,1157.65395825604,0
234,556,5878,110725,2286.27,3660.63,4727.05,4664.08,2255.81412965803,2286.27,1770.48868746893,0
235,554,1524,20992,864.79,1182.24,1414.61,1518.95,928.57591173539,864.79,722.735827966719,0
236,555,2417,23330,729.02,1253.23,1155.64,1237.38,780.584583088159,729.02,790.583343082621,0
237,554,2094,27356,1576.49,2062.28,3525.32,3782.96,1691.7041886694,1576.49,922.232250462369,0
238,554,1493,34276,544.92,899.88,909.1,978.65,586.608687713123,544.92,539.393476625234,0
239,556,1464,24202,805.02,1585.94,1730.36,1829.3,851.0501202062,805.02,737.831098037403,0
240,553,3781,16873,1423.05,2137.43,2857.06,3068.75,1528.48896680504,1423.05,1064.61529036842,0
241,558,1548,23519,706.33,1347.62,1461.02,1578.74,763.241724411712,706.33,651.506779236424,0
242,556,3572,76241,1404.66,2171.8,2988.76,3251.2,1528.00177732571,1404.66,1020.7044352842,0
243,560,4348,102232,1745.36,3759.3,4712.14,5229.82,1937.10684215664,1745.36,1392.43143200329,0
244,558,1397,21926,555.66,1086.19,1402.34,1485.84,588.745849366059,555.66,430.389445783476,0
245,556,1933,79412,679.82,1453.89,1349.99,1414.13,712.119242809206,679.82,732.14134904703,0
246,555,1493,30746,1044.34,1540.29,1559.62,1689.72,1131.45649889076,1044.34,1031.39640335466,0
247,560,1168,22426,704.8,1173.55,1271.96,1383.29,766.488562533413,704.8,650.27048020378,0
248,553,1765,26951,692.77,1047.89,1153.88,1237.9,743.21418431726,692.77,629.135399954935,0
249,553,1223,21930,446.96,806.86,777.61,840.92,483.349755275781,446.96,463.772515271151,0
250,553,1910,26176,936.81,1875.54,2055.28,2290.93,1044.22080363746,936.81,854.883338231287,0
251,554,1740,26296,668.52,1245.48,1391.09,1537.9,739.072891042276,668.52,598.543796303618,0
252,552,6770,175320,1524.73,3244.01,3583.08,3736.89,1590.1817122978,1524.73,1380.44346408676,0
253,554,2195,17264,861.44,1828.32,2123.69,2418.68,981.097852888133,861.44,741.628006347442,0
254,553,1654,11181,1141.8,2129,2181.59,2386.71,1249.1556516119,1141.8,1114.27545964182,0
255,556,2182,36989,1860.19,3858.39,4090.78,4405.49,2003.29727902747,1860.19,1754.5158855035,0
256,556,3968,37799,1405.12,2235.25,2641.27,2867.54,1525.49258682376,1405.12,1189.12283863444,0
257,552,2652,34669,2292.11,3413.55,3549.55,3833.73,2475.61828127509,2292.11,2204.28845642405,0
258,555,2296,34988,722.42,1041.43,1033.88,1088.8,760.79515611096,722.42,727.695535845553,0
259,560,1896,30120,1845.3,2843.79,3780.45,3953.8,1929.91499424672,1845.3,1388.10080466611,0
260,558,1854,32224,1557.09,2546.41,3016.18,3309.75,1708.64425448746,1557.09,1314.5732505686,0
261,558,2881,69104,882.61,1180.75,1280.33,1379.3,950.836091476416,882.61,813.9633981083,0
262,555,6824,141196,3256.34,5035.54,5462.39,5645.73,3365.63599966315,3256.34,3001.8783579349,0
263,553,4905,38100,1869.89,2703.81,3331.84,3643.08,2044.56362286304,1869.89,1517.42799201042,0
264,556,1688,47374,916.29,1317.46,1454.3,1540.39,970.531494946022,916.29,830.073178436361,0
265,554,1876,43860,740.55,1751.85,1938.34,2100.9,802.656652083742,740.55,669.300802490791,0
266,553,2070,13947,1205.46,2264.38,2490.58,2704.53,1309.01345622305,1205.46,1095.97744894763,0
267,554,3659,15015,923.51,1303.89,1729.26,2019.52,1078.52313428866,923.51,696.341472016932,0
268,552,2057,46365,1110.55,2229.84,1967.8,2140.79,1208.17884668157,1110.55,1258.43521292814,0
269,555,1529,18914,706.42,1126.84,1247.97,1385.03,784.003535822175,706.42,637.853724688895,0
270,553,4121,75555,1138.99,2349.24,2715.51,2827.89,1186.12652175834,1138.99,985.362185224875,0
271,556,1688,61021,1690.87,2988.86,2726.58,2888.06,1791.01072119652,1690.87,1853.52115404646,0
272,558,1998,23225,1231.51,4207.1,4792.01,5032.49,1293.31152478814,1231.51,1081.19259371329,0
273,552,2087,39066,1119.95,1703.1,1782.45,1893.31,1189.60561839042,1119.95,1070.09276277034,0
